3	4.35
202	4.35
203	20.8
402	17.48
602	8.3
1001	2.0
1002	1.86
1003	3.03
1202	7.28
1203	2.83
1401	0.83
1403	8.45
1601	1.12
1602	2.64
1603	2.78
1802	1.51
2001	0.1
2002	2.64
2003	0.34
2201	0.24
2202	0.24
2203	1.61
2402	1.12
2403	0.29
2602	0.59
2603	1.03
2802	0.1
2803	0.98
3001	0.0
3002	0.05
3003	0.29
3202	0.2
3203	0.1
3402	0.0
3403	0.24
3602	0.0
3603	0.0
3802	0.05
3803	0.1
4000	0.0
4002	0.0
4003	0.05
4203	0.05
4402	0.0
4403	0.0
4602	0.0
4603	0.0
4802	0.0
4803	0.0
5003	0.0
5202	0.0
5203	0.0
5403	0.0
5603	0.0
5803	0.0
6002	0.0
6003	0.0
6203	0.0
6403	0.0
6603	0.0
6803	0.0
7003	0.0
7403	0.0
7803	0.0
8003	0.0
8203	0.0
8803	0.0
9403	0.0
9603	0.0
11003	0.0
