50603	0.634765625
41403	4.00390625
51603	5.712890625
50003	0.390625
72403	6.103515625
30403	1.904296875
20603	1.46484375
51803	4.8828125
20803	0.439453125
31203	1.220703125
51003	3.90625
51203	1.46484375
62003	4.541015625
72603	7.03125
40603	1.46484375
41203	3.759765625
40803	1.85546875
20402	0.146484375
62203	6.396484375
51403	3.271484375
61403	3.466796875
40403	0.78125
40203	1.3671875
83003	5.2734375
61803	4.638671875
52003	0.390625
31003	2.1484375
50803	1.904296875
20002	0.146484375
30803	2.1484375
61003	2.5390625
41603	0.78125
41003	1.3671875
60803	0.927734375
20203	0.390625
71203	2.24609375
30802	0.146484375
10403	0.1953125
71803	2.44140625
10002	0.048828125
50403	1.220703125
60603	1.123046875
10202	0.09765625
30203	0.68359375
40002	0.1953125
30603	1.025390625
21002	0.048828125
30003	0.1953125
21003	0.146484375
30402	0.09765625
40003	0.048828125
203	0.048828125
10601	0.048828125
10602	0.048828125
41202	0.09765625
30002	0.048828125
21202	0.244140625
20003	0.09765625
20001	0.048828125
40402	0.048828125
60003	0.244140625
10603	0.048828125
20403	0.048828125
20202	0.048828125
40000	0.048828125
