cost	iter 1	iter 2000
3	7.86	7.91
202	16.11	16.11
203	51.66	51.71
402	81.64	81.74000000000001
602	96.04	96.14000000000001
1001	99.7	99.75000000000001
1002	99.7	99.75000000000001
1003	99.7	99.75000000000001
1202	99.7	99.75000000000001
1203	99.8	99.85000000000001
1401	99.8	99.85000000000001
1403	99.85	99.95
1601	99.85	99.95
1602	99.94999999999999	100.0
1603	99.99999999999999	100.0
1802	99.99999999999999	100.0
2001	99.99999999999999	100.0
2002	99.99999999999999	100.0
2003	99.99999999999999	100.0
2201	99.99999999999999	100.0
2202	99.99999999999999	100.0
2203	99.99999999999999	100.0
2402	99.99999999999999	100.0
2403	99.99999999999999	100.0
2602	99.99999999999999	100.0
2603	99.99999999999999	100.0
2802	99.99999999999999	100.0
2803	99.99999999999999	100.0
3001	99.99999999999999	100.0
3002	99.99999999999999	100.0
3003	99.99999999999999	100.0
3202	99.99999999999999	100.0
3203	99.99999999999999	100.0
3402	99.99999999999999	100.0
3403	99.99999999999999	100.0
3602	99.99999999999999	100.0
3603	99.99999999999999	100.0
3802	99.99999999999999	100.0
3803	99.99999999999999	100.0
4000	99.99999999999999	100.0
4002	99.99999999999999	100.0
4003	99.99999999999999	100.0
4203	99.99999999999999	100.0
4402	99.99999999999999	100.0
4403	99.99999999999999	100.0
4602	99.99999999999999	100.0
4603	99.99999999999999	100.0
4802	99.99999999999999	100.0
4803	99.99999999999999	100.0
5003	99.99999999999999	100.0
5202	99.99999999999999	100.0
5203	99.99999999999999	100.0
5403	99.99999999999999	100.0
5603	99.99999999999999	100.0
5803	99.99999999999999	100.0
6002	99.99999999999999	100.0
6003	99.99999999999999	100.0
6203	99.99999999999999	100.0
6403	99.99999999999999	100.0
6603	99.99999999999999	100.0
6803	99.99999999999999	100.0
7003	99.99999999999999	100.0
7403	99.99999999999999	100.0
7803	99.99999999999999	100.0
8003	99.99999999999999	100.0
8203	99.99999999999999	100.0
8803	99.99999999999999	100.0
9403	99.99999999999999	100.0
9603	99.99999999999999	100.0
11003	99.99999999999999	100.0
