cost	std 1	std 100
3	0.36276945153061224	0.523483737244898
22	0.38987603635204077	0.40339445153061226
23	0.08581632653061223	28.534965322066324
42	0.14541454081632652	17.765057397959183
62	0.24188496492346936	3.34295918367347
101	0.41795918367346935	3.22863520408161e-05
102	0.18107302295918365	0.171530612244898
103	0.20036710778061223	0.9775015943877553
122	3.22863520408161e-05	11.692066326530611
123	0.051371572066326525	1.4632716836734696
141	0.3114859693877551	0.06187659438775509
143	0.323581393494898	17.951818000637754
161	0.2873090720663265	0.013494897959183669
162	0.002487643494897957	0.850813536352041
163	0.02571588010204081	0.6955680006377553
182	0.24188496492346936	0.006840322066326534
201	0.2641087372448979	0.3114859693877551
202	3.22863520408161e-05	1.3072867506377552
203	0.11366230867346937	0.14541454081632652
221	0.24188496492346936	0.06187659438775509
222	0.14541454081632652	0.2206377551020408
223	1.160090880102041	1.0216840720663267
242	0.0792873086734694	0.1903224649234694
243	0.008849250637755098	0.14541454081632652
262	0.013494897959183669	0.051371572066326525
263	5.054496572066327	0.3492091836734694
282	0.41795918367346935	0.38987603635204077
283	0.8920663265306125	0.029273357780612252
301	0.3114859693877551	0.2873090720663265
302	0.12905014349489793	0.2873090720663265
303	0.029273357780612252	0.07335817920918367
322	0.06733139349489797	0.01911710778061224
323	0.09221978635204083	0.2641087372448979
342	0.3114859693877551	0.38987603635204077
343	2.875715880102041	0.033291214923469384
362	0.14541454081632652	0.41795918367346935
363	0.2525573979591837	0.36276945153061224
382	0.04184311224489795	0.3114859693877551
383	3.1833051658163267	0.2873090720663265
400	0.38987603635204077	0.41795918367346935
402	0.18107302295918365	0.38987603635204077
403	2.7277806122448984	0.38987603635204077
423	4.569912308673469	0.2873090720663265
442	0.14541454081632652	0.38987603635204077
443	0.013494897959183669	0.41795918367346935
462	0.38987603635204077	0.38987603635204077
463	0.9775015943877553	0.41795918367346935
482	0.36276945153061224	0.41795918367346935
483	0.3492091836734694	0.36276945153061224
503	0.10612882653061226	0.41795918367346935
522	0.3114859693877551	0.41795918367346935
523	1.5172197863520411	0.41795918367346935
543	3.589764429209184	0.41795918367346935
563	0.09221978635204083	0.41795918367346935
583	0.051371572066326525	0.41795918367346935
602	0.38987603635204077	0.41795918367346935
603	0.046349250637755114	0.41795918367346935
623	0.20036710778061223	0.41795918367346935
643	0.04184311224489795	0.41795918367346935
663	0.2752555006377551	0.41795918367346935
683	0.05635204081632654	0.41795918367346935
703	0.1627555006377551	0.41795918367346935
743	0.2206377551020408	0.41795918367346935
783	0.36276945153061224	0.41795918367346935
803	0.08581632653061223	0.41795918367346935
823	0.14541454081632652	0.41795918367346935
883	0.36276945153061224	0.41795918367346935
943	0.38987603635204077	0.41795918367346935
963	0.2641087372448979	0.41795918367346935
1103	0.38987603635204077	0.41795918367346935
