cost	std 1	std 500
3	0.2641087372448979	2.046698022959184
202	0.575594706632653	3.9081142378826534
203	0.7659171715561224	97.04499083227041
402	0.7992083864795918	146.9646659757653
602	0.9619638871173469	158.80833665497448
1001	1.3247333386479592	158.86468869579082
1002	1.714609375	159.71550223214285
1003	2.104485411352041	163.64801219706632
1202	2.467254862882653	192.18297751913263
1203	2.8706493144132654	192.1866509885204
1401	3.288608498086735	192.18668327487245
1403	13.37748007015306	193.07874960140308
1601	13.79543925382653	193.08973333864796
1602	13.81763950892857	193.09340680803572
1603	13.89692681760204	193.23882134885204
1802	13.905776068239796	193.43918845663265
2001	14.323735251913265	193.7506744260204
2002	14.323767538265306	194.21216039540815
2003	14.635253507653061	194.5236463647959
2201	15.05321269132653	194.59700454400507
2202	15.364698660714286	194.90849051339282
2203	15.369878826530613	195.05390505420914
2402	15.49892897002551	195.19931959502546
2403	16.30946627869898	195.61727877869893
2602	16.646105707908163	195.95391820790812
2603	48.581852279974484	196.26540417729586
2802	48.823737244897956	196.68336336096934
2803	52.669095982142856	197.07323939732137
3001	53.087055165816324	197.33734813456627
3002	53.10315888073979	197.75530731823974
3003	53.378414381377546	198.01941605548464
3202	53.53212970344387	198.38218550701527
3203	53.732496811224486	198.80014469068874
3402	54.12237284757653	199.2181038743622
3403	54.18424944196428	199.58087332589284
3602	54.574125478316326	199.9988325095663
3603	54.59984135841837	200.4167916932398
3802	54.84172632334184	200.83475087691326
3803	67.45806720344387	201.2246269132653
4000	67.87602638711735	201.64258609693877
4002	68.29398557079082	202.06054528061225
4003	77.42416573660715	202.45042131696428
4203	82.78113161670919	202.8131907684949
4402	82.78998086734694	203.23114995216838
4403	83.01061862244899	203.64910913584185
4602	83.13966876594388	204.06706831951533
4603	83.4269778380102	204.4850275031888
4802	83.84493702168368	204.90298668686228
4803	84.10904575892857	205.32094587053575
5003	84.10981744260204	205.73890505420923
5202	84.52777662627551	206.1568642378827
5203	86.27055444834184	206.54674027423474
5403	88.25451530612246	206.9646994579082
5603	88.26549904336736	207.38265864158168
5803	88.62826849489797	207.80061782525516
6002	88.99103794642858	208.21857700892863
6003	89.35380739795919	208.6365361926021
6203	89.77176658163266	209.05449537627558
6403	89.88542889030613	209.47245455994906
6603	89.88569834183674	209.89041374362253
6803	89.95905652104592	210.308372927296
7003	90.29569595025511	210.72633211096948
7403	90.71365513392858	211.14429129464295
7803	91.10353117028062	211.56225047831643
8003	91.46630062181123	211.9802096619899
8203	91.85617665816326	212.39816884566338
8803	92.27413584183674	212.81612802933685
9403	92.69209502551021	213.23408721301033
9603	93.11005420918369	213.6520463966838
11003	93.52801339285716	214.07000558035728
