cost	iter 1	iter 100
3	0.0	0.04
202	0.0	0.08
203	0.01	0.29
402	0.02	0.45999999999999996
602	0.02	0.5399999999999999
1001	0.02	0.5599999999999999
1002	0.02	0.58
1003	0.02	0.61
1202	0.03	0.6799999999999999
1203	0.04	0.71
1401	0.04	0.72
1403	0.07	0.7999999999999999
1601	0.07	0.8099999999999999
1602	0.08	0.84
1603	0.09	0.87
1802	0.09	0.89
2001	0.09	0.89
2002	0.09999999999999999	0.92
2003	0.10999999999999999	0.92
2201	0.10999999999999999	0.92
2202	0.11999999999999998	0.92
2203	0.15999999999999998	0.9400000000000001
2402	0.17999999999999997	0.9500000000000001
2403	0.18999999999999997	0.9500000000000001
2602	0.19999999999999998	0.9600000000000001
2603	0.26	0.9700000000000001
2802	0.26	0.9700000000000001
2803	0.3	0.9800000000000001
3001	0.3	0.9800000000000001
3002	0.31	0.9800000000000001
3003	0.33	0.9800000000000001
3202	0.35000000000000003	0.9800000000000001
3203	0.37000000000000005	0.9800000000000001
3402	0.37000000000000005	0.9800000000000001
3403	0.42000000000000004	0.9800000000000001
3602	0.43000000000000005	0.9800000000000001
3603	0.4600000000000001	0.9800000000000001
3802	0.4700000000000001	0.9800000000000001
3803	0.5200000000000001	0.9800000000000001
4000	0.5200000000000001	0.9800000000000001
4002	0.5200000000000001	0.9800000000000001
4003	0.5700000000000002	0.9800000000000001
4203	0.6300000000000001	0.9800000000000001
4402	0.6400000000000001	0.9800000000000001
4403	0.6500000000000001	0.9800000000000001
4602	0.6500000000000001	0.9800000000000001
4603	0.6900000000000002	0.9800000000000001
4802	0.6900000000000002	0.9800000000000001
4803	0.7200000000000002	0.9800000000000001
5003	0.7400000000000002	0.9800000000000001
5202	0.7400000000000002	0.9800000000000001
5203	0.7800000000000002	0.9800000000000001
5403	0.8400000000000003	0.9800000000000001
5603	0.8600000000000003	0.9800000000000001
5803	0.8700000000000003	0.9800000000000001
6002	0.8700000000000003	0.9800000000000001
6003	0.8900000000000003	0.9800000000000001
6203	0.8900000000000003	0.9800000000000001
6403	0.9000000000000004	0.9800000000000001
6603	0.9300000000000004	0.9800000000000001
6803	0.9500000000000004	0.9800000000000001
7003	0.9600000000000004	0.9800000000000001
7403	0.9600000000000004	0.9800000000000001
7803	0.9600000000000004	0.9800000000000001
8003	0.9700000000000004	0.9800000000000001
8203	0.9800000000000004	0.9800000000000001
8803	0.9800000000000004	0.9800000000000001
9403	0.9800000000000004	0.9800000000000001
9603	0.9800000000000004	0.9800000000000001
11003	0.9800000000000004	0.9800000000000001
