cost	iter 1	iter 500
4.82	0.34	33.59
5.23	0.63	66.11000000000001
6.05	0.9199999999999999	99.12
2002.0	1.41	99.17
2002.41	3.02	99.27
2003.23	3.51	99.27
2003.41	5.02	99.36999999999999
2003.64	5.409999999999999	99.36999999999999
2004.0	5.749999999999999	99.36999999999999
2004.64	9.069999999999999	99.46999999999998
2004.82	10.239999999999998	99.46999999999998
2005.23	10.779999999999998	99.46999999999998
2005.82	11.759999999999998	99.46999999999998
2006.05	12.199999999999998	99.46999999999998
2006.46	12.349999999999998	99.46999999999998
2006.64	14.349999999999998	99.56999999999998
2006.82	14.589999999999998	99.61999999999998
2007.05	17.229999999999997	99.85999999999997
2007.23	18.109999999999996	99.95999999999997
2007.28	18.209999999999997	99.95999999999997
2008.46	19.039999999999996	100.00999999999996
2009.28	19.279999999999994	100.00999999999996
2009.69	19.669999999999995	100.00999999999996
4000.0	20.399999999999995	100.00999999999996
4001.0	21.329999999999995	100.00999999999996
4001.41	21.669999999999995	100.00999999999996
4002.0	22.259999999999994	100.00999999999996
4002.23	23.289999999999996	100.00999999999996
4002.41	24.559999999999995	100.00999999999996
4002.82	24.659999999999997	100.00999999999996
4003.23	25.539999999999996	100.00999999999996
4003.41	26.709999999999994	100.00999999999996
4003.64	27.439999999999994	100.00999999999996
4003.82	27.779999999999994	100.00999999999996
4004.23	27.979999999999993	100.00999999999996
4004.41	28.129999999999992	100.00999999999996
4004.46	28.27999999999999	100.00999999999996
4004.64	29.73999999999999	100.00999999999996
4005.05	30.22999999999999	100.00999999999996
4005.41	30.51999999999999	100.00999999999996
4005.46	30.95999999999999	100.00999999999996
4005.64	31.93999999999999	100.00999999999996
4005.82	33.05999999999999	100.00999999999996
4005.87	33.44999999999999	100.00999999999996
4006.05	34.32999999999999	100.00999999999996
4006.64	35.15999999999999	100.00999999999996
4006.87	35.69999999999999	100.00999999999996
4007.05	36.76999999999999	100.00999999999996
4007.87	37.20999999999999	100.00999999999996
4008.28	37.499999999999986	100.00999999999996
4008.64	37.98999999999999	100.00999999999996
4009.05	40.27999999999999	100.00999999999996
4009.23	41.15999999999999	100.00999999999996
4009.46	43.40999999999999	100.00999999999996
4009.64	43.60999999999999	100.00999999999996
4009.87	43.75999999999999	100.00999999999996
4010.05	44.29999999999999	100.00999999999996
4010.46	44.63999999999999	100.00999999999996
4010.69	44.739999999999995	100.00999999999996
4011.28	45.08	100.00999999999996
4011.69	45.57	100.00999999999996
4012.1	45.77	100.00999999999996
6000.0	46.11000000000001	100.00999999999996
6002.0	46.35000000000001	100.00999999999996
6002.82	46.55000000000001	100.00999999999996
6003.41	47.33000000000001	100.00999999999996
6004.0	47.48000000000001	100.00999999999996
6004.41	48.55000000000001	100.00999999999996
6004.46	48.79000000000001	100.00999999999996
6004.64	49.72000000000001	100.00999999999996
6004.82	51.04000000000001	100.00999999999996
