4,82	0,1953125	5,322265625
5,23	0,244140625	4,345703125
6,05	0,537109375	4,4921875
2002,0	0,244140625	2,294921875
2002,41	1,3671875	8,49609375
2003,23	0,439453125	4,19921875
2003,41	1,5625	5,76171875
2003,64	1,171875	4,833984375
2004,0	0,29296875	0,78125
2004,64	3,125	12,060546875
2004,82	1,123046875	2,978515625
2005,23	0,439453125	1,3671875
2005,82	0,78125	1,513671875
2006,05	0,341796875	1,806640625
2006,46	0,146484375	1,025390625
2006,64	1,708984375	3,955078125
2006,82	0,1953125	1,123046875
2007,05	3,173828125	5,6640625
2007,23	0,927734375	2,5390625
2007,28	0,244140625	1,220703125
2008,46	1,171875	1,3671875
2009,28	0,09765625	0,927734375
2009,69	0,341796875	0,537109375
4000,0	1,025390625	2,001953125
4001,0	0,732421875	1,46484375
4001,41	0,5859375	1,416015625
4002,0	0,390625	0,634765625
4002,23	0,830078125	1,66015625
4002,41	1,66015625	1,220703125
4002,82	0,09765625	0,439453125
4003,23	0,830078125	1,171875
4003,41	1,025390625	1,025390625
4003,64	0,439453125	1,123046875
4003,82	0,439453125	0,341796875
4004,23	0,68359375	0,390625
4004,41	0,244140625	0,09765625
4004,46	0,09765625	0,244140625
4004,64	1,85546875	1,26953125
4005,05	0,537109375	0,1953125
4005,41	0,537109375	0,146484375
4005,46	0,634765625	0,439453125
4005,64	1,025390625	0,244140625
4005,82	1,220703125	0,439453125
4005,87	0,5859375	0,244140625
4006,05	1,07421875	0,29296875
4006,64	0,68359375	0,244140625
4006,87	0,48828125	0,1953125
4007,05	1,025390625	0,5859375
4007,87	0,29296875	0,146484375
4008,28	0,341796875	0
4008,64	0,634765625	0,048828125
4009,05	3,125	0,341796875
4009,23	0,927734375	0
4009,46	2,1484375	0,390625
4009,64	0,146484375	0,048828125
4009,87	0,341796875	0,146484375
4010,05	0,390625	0,29296875
4010,46	0,48828125	0,244140625
4010,69	0,439453125	0,048828125
4011,28	0,29296875	0,09765625
4011,69	0,244140625	0
4012,1	0,048828125	0
6000,0	0,29296875	0,341796875
6002,0	0,390625	0,09765625
6002,82	0,09765625	0
6003,41	0,87890625	0
6004,0	0,09765625	0
6004,41	0,78125	0
6004,46	0,244140625	0,048828125
6004,64	1,025390625	0,048828125
6004,82	0,68359375	0,048828125
6005,64	1,66015625	0,048828125
6006,05	0,9765625	0
6006,46	0,244140625	0
6006,64	0,341796875	0
6006,82	0,48828125	0
6006,87	0,87890625	0
6007,05	0,634765625	0
6007,28	0,48828125	0
6008,05	2,001953125	0,09765625
6008,23	0,78125	0
6008,64	0,78125	0
6009,28	0,29296875	0
6009,46	1,66015625	0,048828125
6009,87	0,87890625	0,09765625
6010,69	0,78125	0,1953125
6012,46	0,341796875	0
6012,87	0,634765625	0
6013,69	0,390625	0,048828125
8006,41	0,439453125	0
8006,82	1,3671875	0,09765625
8007,05	0,29296875	0,048828125
8007,87	0,341796875	0
8008,05	1,85546875	0,09765625
8008,28	0,29296875	0
8008,46	0,537109375	0
8008,87	0,439453125	0
8009,05	1,07421875	0,048828125
8009,28	1,513671875	0,09765625
8009,46	0,1953125	0
8009,69	0,48828125	0
8011,05	0,29296875	0
8011,46	1,953125	0,048828125
8011,64	0,634765625	0
8011,87	1,123046875	0,09765625
8012,28	0,244140625	0
8012,46	0,390625	0
8012,87	0,341796875	0,048828125
8013,1	0,927734375	0
8013,28	0,390625	0
8013,69	0,537109375	0
8014,1	0,537109375	0
10010,05	0,439453125	0
10010,23	0,5859375	0
10010,46	0,48828125	0
10011,05	0,244140625	0
10011,28	0,390625	0,048828125
10011,46	1,953125	0,09765625
10011,69	1,025390625	0,048828125
10011,87	0,341796875	0
10012,28	0,341796875	0,048828125
10012,69	0,537109375	0
10013,1	0,341796875	0
12008,82	0,146484375	0
12009,28	0,146484375	0,048828125
12011,28	0,1953125	0
12011,46	0,390625	0,048828125
12012,1	0,09765625	0
12014,87	1,416015625	0
12015,28	0,390625	0
12015,69	0,927734375	0
12016,1	0,244140625	0
12016,51	0,390625	0
14013,28	0,390625	0
14013,46	0,341796875	0
14013,64	0,1953125	0
14014,1	0,29296875	0
14014,69	0,29296875	0
14014,87	0,9765625	0
14015,51	0,48828125	0
14016,1	0,87890625	0
18018,1	0,48828125	0
18018,28	0,244140625	0
18018,92	0,244140625	0
18019,51	0,48828125	0
24022,92	0,1953125	0
